,0,1
3378,bull-fighting,16
3379,special,2
3380,shocking,1
3381,lewd,1
3382,outsiders,1
3383,understood,3
3384,expose,1
3385,aficionado,6
3386,fermines,1
3387,disbelieved,1
3388,embarrassedly,1
3389,aficion,7
3390,passion,1
3391,passionate,1
3392,commercial,1
3393,photographs,4
3394,dedicated,1
3395,juanito,1
3396,sister,1
3397,believed,1
3398,drawer,2
3399,flattering,1
3400,inscriptions,1
3401,waste-basket,1
3402,discovering,1
3403,distant,1
3404,towns,1
3405,aficionados,3
3406,polite,4
3407,amused,1
3408,granted,1
3409,simulate,1
3410,confuse,1
3411,password,1
3412,oral,1
3413,spiritual,1
3414,examination,1
3415,defensive,1
3416,apparent,1
3417,buen,1
3418,hombre,1
3419,touching,3
3420,forgive,8
3421,bull-fighter,28
3422,attacks,1
3423,panic,1
3424,unexplainable,1
3425,actions,1
3426,sorts,1
3427,lapses,1
3428,forgave,1
3429,shameful,1
3430,spilling,1
3431,horses,8
3432,washing,2
3433,unloadings,1
3434,cheek,1
3435,unshaved,1
3436,jaw,6
3437,cages,4
3438,steers,13
3439,corral,12
3440,receive,1
3441,tear,2
3442,maids,2
3443,gore,1
3444,kill,9
3445,breaking,1
3446,horns,18
3447,goring,1
3448,steer,16
3449,lonely,1
3450,ticket-houses,1
3451,sol,3
3452,y,1
3453,sombra,2
3454,extended,2
3455,beret,1
3456,bare-headed,1
3457,crinkled,1
3458,intensity,2
3459,hadn't,1
3460,distinguished,1
3461,soldier,4
3462,bolted,1
3463,piccadilly,1
3464,reflects,2
3465,discredit,3
3466,medals,20
3467,tells,2
3468,reflect,1
3469,usual,1
3470,wopping,1
3471,prince,2
3472,wales,1
3473,worn,3
3474,naturally,2
3475,tailor,5
3476,invitation,1
3477,gazette,1
3478,miniature,1
3479,they'd,1
3480,wilson,1
3481,king,3
3482,coves,1
3483,ah,1
3484,strip,1
3485,souvenir,1
3486,shakes,1
3487,dashing,1
3488,swear,1
3489,rate,1
3490,cove,1
3491,bills,1
3492,tone,1
3493,gradually,2
3494,creditors,3
3495,exclaimed,1
3496,former,1
3497,partner,1
3498,counsel,2
3499,unloaded,4
3500,banners,2
3501,balcony,10
3502,arga,1
3503,carriages,1
3504,drivers,1
3505,whips,2
3506,corrals,10
3507,wine-shop,5
3508,30,1
3509,liter,1
3510,funds,1
3511,stared,3
3512,staring,2
3513,apertures,1
3514,loopholes,2
3515,spreading,2
3516,separated,2
3517,painted,2
3518,bull,116
3519,travelling-box,1
3520,bull-breeding,2
3521,ranch,2
3522,castile,1
3523,flat-cars,1
3524,cage,6
3525,stencilled,2
3526,brand,1
3527,bull-breeder,2
3528,straw,2
3529,feed-boxes,1
3530,water-troughs,1
3531,ramparts,1
3532,fortifications,4
3533,pit,1
3534,pressing,3
3535,single,1
3536,mule,1
3537,hitched,2
3538,dragged,2
3539,crowbars,1
3540,position,1
3541,swaying,1
3542,trotting,1
3543,lean,1
3544,flanks,2
3545,rapped,1
3546,explode,1
3547,striking,1
3548,muzzle,2
3549,clattering,1
3550,hollow,3
3551,charged,12
3552,skidding,1
3553,forefeet,1
3554,hump,2
3555,muscle,3
3556,swollen,2
3557,quivering,1
3558,sunken,1
3559,planks,7
3560,gathered,4
3561,half-dozen,1
3562,searching,1
3563,drives,1
3564,horn,9
3565,entrance,2
3566,plank,1
3567,shelters,1
3568,attracted,1
3569,facing,3
3570,direction,1
3571,hah,2
3572,toro,3
3573,sideways,3
3574,fascinated,1
3575,shift,2
3576,awkwardly,2
3577,lightly,2
3578,flank,1
3579,perfunctorily,1
3580,nosed,1
3581,trotted,3
3582,newcomer,1
3583,quieted,1
3584,herd,6
3585,gored,2
3586,feet,16
3587,attempt,1
3588,carriage,1
3589,they're,3
3590,complicated,3
3591,funeral,2
3592,act,2
3593,invite,1
3594,manners,5
3595,sallow,5
3596,emotion,3
3597,sounded,2
3598,behave,8
3599,mark,1
3600,wouldn't,1
3601,noble,1
3602,jews,6
3603,calls,2
3604,circe,1
3605,swine,5
3606,poisonous,1
3607,arcades,3
3608,gravel,3
3609,sobered,1
3610,trick,1
3611,sleeveless,1
3612,acted,2
3613,formal,3
3614,taut,1
3615,dinners,1
3616,ignored,1
3617,tension,1
3618,prevent,1
3619,happening,2
3620,14,1
3621,turgenieff,2
3622,pages,1
3623,sketches,1
3624,pressure,1
3625,loosen,1
3626,necessary,3
3627,wheeling,3
3628,sensation,3
3629,differently,2
3630,basis,3
3631,friendship,2
3632,delayed,1
3633,presentation,1
3634,pays,5
3635,retribution,1
3636,punishment,1
3637,learning,2
3638,chances,1
3639,philosophy,1
3640,philosophies,1
3641,learn,2
3642,unpleasant,2
3643,morality,1
3644,immorality,1
3645,using,1
3646,expressions,2
3647,language,3
3648,classes,2
3649,fewer,1
3650,eskimo,3
3651,cherokee,2
3652,didn't,1
3653,inflected,1
3654,phrases,1
3655,phrase,1
3656,oversensitized,1
3657,daylight,1
3658,rows,1
3659,workmen,3
3660,gate-posts,1
3661,released,1
3662,holes,1
3663,numbered,1
3664,employees,1
3665,exercised,1
3666,picador,5
3667,galloping,3
3668,stiff-legged,1
3669,amphitheatre,2
3670,swept,3
3671,rolled,8
3672,sprinkled,3
3673,carpenters,1
3674,replaced,3
3675,weakened,1
3676,barrera,12
3677,stands,4
3678,sweeping,3
3679,pen,2
3680,fair,5
3681,gypsies,1
3682,camped,1
3683,sellers,1
3684,booths,2
3685,booth,1
3686,advertised,1
3687,anis,4
3688,del,5
3689,cloth,6
3690,terrasse,2
3691,unload,1
3692,saddle-bags,1
3693,hose,2
3694,gravelled,1
3695,watered,1
3696,paseo,3
3697,officers,1
3698,garrison,1
3699,fashionable,1
3700,after-dinner,1
3701,madrid,15
3702,mornings,1
3703,vermouth,1
3704,confession,1
3705,impossible,1
3706,obvious,1
3707,gypsy,1
3708,camp,1
3709,fortune,1
3710,upset,2
3711,15,1
3712,6th,1
3713,exploded,2
3714,assimilated,1
3715,outlying,1
3716,wine-shops,4
3717,recently,1
3718,prices,2
3719,definite,2
3720,bushels,1
3721,fermin,7
3722,mass,5
3723,festival,1
3724,cast-iron,1
3725,severe,1
3726,battleship,1
3727,stripped,1
3728,sherry,2
3729,jerez,1
3730,rocket,7
3731,announced,2
3732,burst,4
3733,ball,2
3734,gayarre,1
3735,shrapnel,1
3736,trickling,1
3737,flash,2
3738,pipes,3
3739,fifes,3
3740,drums,7
3741,riau-riau,4
3742,shrill,2
3743,pounding,2
3744,fifers,2
3745,crouched,2
3746,reed-pipes,1
3747,shrilled,1
3748,tapped,5
3749,dancers,15
3750,reed-pipe,1
3751,shouting,2
3752,piped,1
3753,pockmarked,1
3754,piping,1
3755,idiot,2
3756,drummers,1
3757,smocks,2
3758,handkerchiefs,2
3759,necks,2
3760,banner,3
3761,poles,2
3762,surrounded,2
3763,hurray,2
3764,foreigners,3
3765,rockets,3
3766,emptying,1
3767,filling,3
3768,unreal,1
3769,consequences,2
3770,shout,6
3771,procession,8
3772,dignitaries,2
3773,closely,3
3774,curbs,1
3775,giants,3
3776,cigar-store,1
3777,indians,1
3778,thirty,2
3779,moors,1
3780,queen,2
3781,whirling,1
3782,waltzing,1
3783,solemnly,1
3784,soldiers,1
3785,resting,1
3786,frames,1
3787,dwarfs,2
3788,whacking,1
3789,bladders,1
3790,lined,1
3791,keeping,1
3792,return,3
3793,circle,3
3794,wreaths,1
3795,chanting,1
3796,image,1
3797,song,2
3798,ended,1
3799,rushed,2
3800,seated,2
3801,wine-cask,2
3802,hard-voiced,2
3803,drew,3
3804,casks,1
3805,teaching,2
3806,wine-skins,3
3807,ear,7
3808,beating,2
3809,sidewalks,1
3810,shuttered,2
3811,smelled,2
3812,tar,1
3813,stencilling,2
3814,completed,2
3815,bunches,1
3816,screwed,1
3817,nozzle,2
3818,leak,1
3819,gallon,1
3820,cheeks,2
3821,puffing,1
3822,bota,1
3823,sell,2
3824,eight,5
3825,lowest,1
3826,tossing,2
3827,darker,1
3828,litres,2
3829,cost,1
3830,sixty,1
3831,centimos,1
3832,rinse,1
3833,five-litre,1
3834,squeezed,1
3835,throat,1
3836,barrels,1
3837,tuna,1
3838,chopped,1
3839,onions,1
3840,vinegar,2
3841,mopping,2
3842,hors-d'oeuvre,1
3843,supplied,1
3844,names,2
3845,fork,3
3846,wine-barrels,1
3847,unscrewed,1
3848,tipping,1
3849,nada,1
3850,mono,3
3851,warmed,1
3852,drunken,4
3853,comrade,1
3854,gent,1
3855,wine-casks,1
3856,whispered,2
3857,spaniards,2
3858,hungry,2
3859,translate,1
3860,good-bye,4
3861,sky-rockets,1
3862,doubled,1
3863,resolving,1
3864,key,1
3865,exploding,1
3866,release,1
3867,race,6
3868,heavily,1
3869,balconies,3
3870,faster,1
3871,stragglers,1
3872,space,2
3873,gutter,1
3874,roar,1
3875,pop,2
3876,undress,1
3877,bother,4
3878,gosh,1
3879,fuller,1
3880,closer,2
3881,hum,2
3882,fights,2
3883,barreras,2
3884,ring-side,1
3885,sobrepuertos,1
3886,half-way,3
3887,hits,1
3888,nervy,3
3889,strong,3
3890,thinks,2
3891,spends,1
3892,pedro,23
3893,romero,112
3894,flight,2
3895,number,5
3896,monastic,1
3897,partition,1
3898,unsmiling,1
3899,sash,2
3900,linen,1
3901,sword-handler,9
3902,dignified,1
3903,seriously,3
3904,best-looking,1
3905,nineteen,4
3906,hangers-on,2
3907,commence,1
3908,mucha,1
3909,suerte,1
3910,handsome,1
3911,altogether,3
3912,torero,2
3913,field-glasses,1
3914,bull-light,1
3915,killed,13
3916,matadors,6
3917,passable,1
3918,comparison,1
3919,concrete,2
3920,railing,1
3921,kike,1
3922,disturbed,1
3923,emotional,2
3924,elation,1
3925,pounded,1
3926,flow,1
3927,intricate,2
3928,jota,1
3929,tunes,1
3930,intent,1
3931,concentrated,1
3932,spatted,1
3933,toes,3
3934,heels,1
3935,balls,4
3936,broke,6
3937,wildly,1
3938,step,3
3939,gentry,1
3940,gents,1
3941,what'shisname,1
3942,trousers,1
3943,borrow,1
3944,spectacle,3
3945,wench,2
3946,positively,1
3947,sadist,4
3948,gad,1
3949,disgusting,1
3950,better-looking,1
3951,imagine,2
3952,hard-shelled,1
3953,technicians,1
3954,picadors,4
3955,pic,4
3956,less,2
3957,unexplained,1
3958,horrors,1
3959,cape,20
3960,suavely,1
3961,wasting,1
3962,brusque,1
3963,winded,1
3964,discomposed,1
3965,tricks,2
3966,cape-work,1
3967,contortions,1
3968,pure,1
3969,natural,2
3970,corkscrews,1
3971,elbows,1
3972,faked,2
3973,danger,4
3974,purity,2
3975,movements,1
3976,calmly,2
3977,emphasize,1
3978,closeness,1
3979,joselito,1
3980,developing,1
3981,technic,1
3982,simulated,1
3983,appearance,2
3984,maximum,1
3985,exposure,1
3986,dominated,1
3987,unattainable,1
3988,prepared,1
3989,killing,1
3990,born,3
3991,falling,1
3992,surprised,1
3993,drunks,3
3994,straining,1
3995,gallop,1
3996,swath,1
3997,limp,1
3998,rag,1
3999,miura,1
4000,16,1
4001,raining,4
4002,fog,1
4003,tops,1
4004,steady,2
4005,drizzle,1
4006,pools,1
4007,pause,1
4008,driven,1
4009,cover,2
4010,concourse,1
4011,navarrais,1
4012,singers,1
4013,carlos,1
4014,costumes,2
4015,sounding,1
4016,chiefs,1
4017,bands,3
4018,heavy-footed,1
4019,coats,1
4020,tight-wound,1
4021,belled,1
4022,caps,1
4023,jackets,1
4024,shaved,2
4025,ambassador,3
4026,marcial,13
4027,lalanda,1
4028,marquez,1
4029,flatter,1
4030,algabeno,3
4031,collects,1
4032,gallo,1
4033,shoe-shines,1
4034,bootblacks,3
4035,eleventh,1
4036,boots,1
4037,polished,1
4038,limpia,1
4039,botas,1
4040,señor,3
4041,bootblack,1
4042,mike's,1
4043,free,3
4044,yell,2
4045,laughter,1
4046,uncomfortable,2
4047,shoe-shining,1
4048,critic,14
4049,bashful,1
4050,corrida,3
4051,toros,1
4052,exact,1
4053,translation,2
4054,suspicious,1
4055,lidia,1
4056,taureaux,1
4057,gibraltar,2
4058,ronda,1
4059,malaga,1
4060,joked,2
4061,malagueño,1
4062,older,3
4063,banderillero,1
4064,explain,1
4065,lied,1
4066,accounts,1
4067,appearances,1
4068,conceited,1
4069,braggartly,1
4070,haven't,1
4071,boasting,1
4072,convinced,1
4073,incomplete,1
4074,twenty-six,2
4075,arrobas,2
4076,weigh,1
4077,bananas,4
4078,temporarily,1
4079,inquiringly,1
4080,borracho,2
4081,muy,4
4082,introduce,2
4083,fundador,7
4084,listening,1
4085,villalta,3
4086,rafael,1
4087,doesn't,1
4088,pants,2
4089,dying,1
4090,fingering,1
4091,christ,1
4092,nod,1
4093,proposing,1
4094,rushing,1
4095,shoe-horn,1
4096,interrupting,1
4097,belong,1
4098,shakily,1
4099,clever,1
4100,insulted,2
4101,heroics,1
4102,affair,1
4103,proudly,1
4104,assault,1
4105,battle,1
4106,grabbed,2
4107,stumbled,1
4108,pouring,1
4109,moon,4
4110,band,4
4111,massed,1
4112,fireworks,5
4113,specialist,1
4114,fire,2
4115,balloons,3
4116,balloon,1
4117,jerkily,1
4118,bias,1
4119,blown,1
4120,magnesium,1
4121,flared,1
4122,chased,2
4123,don,6
4124,manuel,6
4125,orquito,3
4126,launch,1
4127,sputtering,1
4128,cracking,1
4129,luminous,1
4130,bubble,1
4131,careened,1
4132,razzing,1
4133,programme,1
4134,pirotecnico,1
4135,esta,1
4136,ciudad,1
4137,globos,4
4138,illuminados,4
4139,collection,1
4140,furious,1
4141,fixing,1
4142,spelling,1
4143,hail,1
4144,sport,4
4145,scattered,1
4146,lorgnons,1
4147,acquired,1
4148,tough,1
4149,festa,5
4150,bill's,1
4151,scotch,1
4152,rude,1
4153,gayety,1
4154,depresses,1
4155,feels,2
4156,behaves,1
4157,proper,1
4158,corked,1
4159,bartender,3
4160,amontillado,1
4161,suffering,1
4162,bursts,1
4163,pits,1
4164,silhouetted,1
4165,moonlight,1
4166,banks,1
4167,clouding,1
4168,goner,4
4169,tearing,1
4170,trembling,2
4171,self-respect,1
4172,bitch,4
4173,bowed,5
4174,permission,1
4175,triangular,2
4176,scar,1
4177,fortunes,1
4178,millionaire,1
4179,surer,1
4180,duros,1
4181,die,1
4182,finger-tips,1
4183,angle,1
4184,expression,2
4185,glanced,1
4186,mimicked,1
4187,nacional,1
4188,final,2
4189,teach,1
4190,hard-eyed,1
4191,coffee-glasses,1
4192,cognac-glasses,1
4193,mopped,2
4194,17,1
4195,edna,25
4196,police,5
4197,occupy,1
4198,cares,2
4199,bastards,1
4200,stupid,3
4201,charley,1
4202,blackman,1
4203,bankrupts,1
4204,owes,1
4205,ticket-booths,2
4206,blankets,1
4207,wickets,1
4208,honeymoon,1
4209,languidly,1
4210,pimp,2
4211,duck,1
4212,backward,1
4213,carafe,1
4214,ears,1
4215,fiestas,3
4216,wobbly,1
4217,vaya,1
4218,hoping,1
4219,jail,1
4220,hunt,1
4221,tremendous,1
4222,owe,4
4223,tons,1
4224,borrowed,1
4225,flagpoles,1
4226,out-of-town,1
4227,suitcase,4
4228,raking,1
4229,lawns,1
4230,burning,1
4231,distance,1
4232,phantom,1
4233,stranger,1
4234,everything's,1
4235,shake,5
4236,tub,1
4237,taps,1
4238,bath-tub,1
4239,hurrying,1
4240,sale,1
4241,hurried,2
4242,groggy,1
4243,muddy,1
4244,runway,2
4245,policemen,2
4246,boards,2
4247,gaining,1
4248,blouse,1
4249,capework,1
4250,tore,1
4251,collared,1
4252,thickened,1
4253,slowed,2
4254,muddy-sided,1
4255,trampled,1
4256,mud,1
4257,shouts,1
4258,degree,1
4259,encierro,3
4260,cogido,3
4261,crumbs,1
4262,long-handled,1
4263,milk,2
4264,pots,2
4265,spouts,1
4266,cup,1
4267,wound,3
4268,brute,1
4269,cornada,1
4270,coffee-pots,1
4271,grave-looking,1
4272,muerto,2
4273,errand,1
4274,es,1
4275,flamenco,1
4276,vicente,2
4277,girones,2
4278,tafalla,5
4279,twenty-eight,1
4280,farm,1
4281,continued,1
4282,coffin,3
4283,railway-station,1
4284,members,2
4285,marched,2
4286,societies,1
4287,estella,1
4288,sanguesa,1
4289,baggage-car,1
4290,widow,1
4291,third-class,1
4292,railway-carriage,1
4293,grade,1
4294,bocanegra,1
4295,118,1
4296,establishment,2
4297,sanchez,1
4298,tabemo,1
4299,third,1
4300,popular,1
4301,acclamation,1
4302,wrapped,3
4303,handkerchief,3
4304,belonging,1
4305,muratti,1
4306,cigarette-stubs,1
4307,bed-table,1
4308,watchman,1
4309,waitresses,1
4310,conquer,1
4311,human,1
4312,punching-bag,1
4313,tripped,1
4314,infirmary,1
4315,arresting,1
4316,commit,1
4317,suicide,1
4318,objected,1
4319,chambermaid,2
4320,tray,2
4321,beer-bottles,1
4322,opening,4
4323,beer-bottle,1
4324,massacred,1
4325,scene,1
4326,weak,1
4327,wicked,1
4328,staggered,1
4329,carry,1
4330,strength,1
4331,feelings,1
4332,forgiveness,1
4333,expect,1
4334,fastener,1
4335,fearful,1
4336,hiding,1
4337,aristocracy,1
4338,sailor,1
4339,ninth,1
4340,baronet,1
4341,revolver,1
4342,shells,1
4343,enjoys,1
4344,si,1
4345,señorito,1
4346,18,1
4347,shrimps,3
4348,motor-cars,3
4349,parking,1
4350,sight-seeing,1
4351,twenty-five,1
4352,englishwomen,1
4353,unbroken,1
4354,tourist-cars,1
4355,islands,1
4356,onlookers,2
4357,emptied,1
4358,absorbed,3
4359,odd-looking,1
4360,gripping,1
4361,staged,1
4362,honor,1
4363,thirst,1
4364,mug,1
4365,sip,2
4366,control,2
4367,crash,1
4368,radiant,1
4369,setting,1
4370,barracks,1
4371,cross-street,1
4372,sarasate,1
4373,fashionably,1
4374,adjusted,1
4375,half-light,1
4376,stiffen,2
4377,throatily,1
4378,brightness,1
4379,tree-tops,1
4380,atmosphere,1
4381,drop,2
4382,proselyting,1
4383,frients,1
4384,haff,2
4385,maître,1
4386,d'hôtel,1
4387,continual,1
4388,eavesdropper,1
4389,ma'am,2
4390,pink-and-white,1
4391,iss,1
4392,madam,1
4393,den,1
4394,tabul,2
4395,enuff,1
4396,knob,1
4397,disorder,2
4398,clothing,1
4399,strewn,1
4400,mask,1
4401,tle,3
4402,ed,1
4403,ing,2
4404,snotty,2
4405,boiling-point,1
4406,boiled,1
4407,ringside,1
4408,callejon,4
4409,passageway,2
4410,solidly,1
4411,smooth-rolled,1
4412,sword-handlers,3
4413,servants,3
4414,baskets,2
4415,capes,5
4416,muletas,4
4417,bloodstained,1
4418,compactly,1
4419,sword-cases,1
4420,hilts,1
4421,sheaf,1
4422,swords,1
4423,unfolded,1
4424,dark-stained,1
4425,flannel,5
4426,batons,1
4427,matador,1
4428,professional,1
4429,details,1
4430,launder,1
4431,passage,1
4432,furled,2
4433,signal,1
4434,march,1
4435,arena,2
4436,belmonte,32
4437,banderilleros,1
4438,suit,4
4439,tricornered,1
4440,guardedly,1
4441,wan,1
4442,wolf,2
4443,handclapping,1
4444,applause,2
4445,pics,1
4446,lances,1
4447,gold-brocaded,1
4448,discolored,2
4449,fold,2
4450,water-jug,2
4451,percale,1
4452,fighting-cape,1
4453,scuffed,1
4454,lower,1
4455,folds,3
4456,slippered,1
4457,attraction,1
4458,terrain,5
4459,stays,1
4460,comparatively,1
4461,enters,1
4462,tragedy,2
4463,tragic,1
4464,sensations,1
4465,alive,1
4466,retired,1
4467,legend,1
4468,retirement,3
4469,disappointed,1
4470,imposed,1
4471,conditions,1
4472,dangerously,1
4473,armed,1
4474,element,1
4475,fistula,1
4476,defrauded,1
4477,cheated,1
4478,further,2
4479,contempt,1
4480,yellower,1
4481,greater,1
4482,difficulty,1
4483,pain,4
4484,actively,1
4485,utterly,1
4486,contemptuous,2
4487,indifferent,1
4488,sneers,1
4489,insults,1
4490,volley,1
4491,cushions,2
4492,greatest,3
4493,triumphs,1
4494,toothed,1
4495,long-jawed,1
4496,lipless,1
4497,particularly,1
4498,produced,2
4499,stronger,3
4500,parchment,1
4501,throwing,1
4502,saluted,1
4503,wolf-jawed,1
4504,hearing,1
4505,swallowed,1
4506,applauded,1
4507,attention,2
4508,compete,2
4509,competition,2
4510,gained,2
4511,advance,3
4512,stars,1
4513,decadence,1
4514,sincerity,1
4515,æsthetics,1
4516,decadent,1
4517,period,1
4518,spoiled,1
4519,longer,2
4520,moments,2
4521,flashes,2
4522,greatness,4
4523,discounted,2
4524,motor,1
4525,manageable,1
4526,locality,1
4527,strengthened,1
4528,loss,1
4529,shaft,2
4530,angling,1
4531,spurs,1
4532,reins,1
4533,seemingly,1
4534,steel,2
4535,flicked,1
4536,reflex,1
4537,hickory,1
4538,pivoted,3
4539,enforcing,1
4540,bull's,1
4541,bleed,1
4542,insist,1
4543,squarely,1
4544,tail,1
4545,firmed,1
4546,dampened,1
4547,mud-weighted,1
4548,sail,2
4549,fills,1
4550,etched,1
4551,controlled,1
4552,rocking,1
4553,veronicas,1
4554,half-veronica,1
4555,hip,1
4556,impaired,1
4557,accordingly,1
4558,brilliant,1
4559,lures,1
4560,handles,1
4561,colors,1
4562,scarlet,1
4563,muleta,8
4564,consent,1
4565,classic,1
4566,sidestep,1
4567,transferred,1
4568,preferred,1
4569,dumb,1
4570,plainly,1
4571,offering,3
4572,dully,2
4573,drawing,1
4574,imperceptible,1
4575,offended,2
4576,critical,1
4577,judgment,1
4578,experts,2
4579,profiled,2
4580,sighted,2
4581,blade,4
4582,romero's,1
4583,instant,1
4584,hilt,2
4585,jolt,1
4586,ripped,1
4587,sleeve,1
4588,settling,1
4589,applauding,1
4590,sprinted,1
4591,noticeable,1
4592,concentration,1
4593,delicate,1
4594,spirit,1
4595,smashed,1
4596,cleaner,1
4597,recharged,1
4598,easily,1
4599,templed,1
4600,mystifications,1
4601,brusqueness,1
4602,sighting,1
4603,low-swung,1
4604,lurched,1
4605,hesitated,1
4606,knife,3
4607,twitching,1
4608,notched,1
4609,parts,1
4610,midst,1
4611,exit,1
4612,spraddled,1
4613,apologetically,1
4614,manager,2
4615,barcelona,1
4616,blue-striped,1
4617,soft-boiled,1
4618,tough-looking,1
4619,businesslike,1
4620,cloudy,2
4621,covering,1
4622,bamboo,1
4623,stems,1
4624,sugar,1
4625,dripping,2
4626,pleasantly,1
4627,nightmares,1
4628,stirred,2
4629,letting,1
4630,drip,1
4631,lump,1
4632,spoon,1
4633,brownish,1
4634,mixture,1
4635,depression,1
4636,drunker,1
4637,unstable,1
4638,bung-o,4
4639,sailing,1
4640,pretended,1
4641,tick,2
4642,inclined,1
4643,blur,1
4644,edges,1
4645,missing,1
4646,iii,1
4647,19,1
4648,picking,1
4649,rocket-sticks,1
4650,white-paper,1
4651,announcements,1
4652,unloading,1
4653,schedules,1
4654,notices,1
4655,strips,1
4656,luz,2
4657,strapped,1
4658,roads,2
4659,overfoliaged,1
4660,seven-ten,1
4661,spender,1
4662,stools,2
4663,roll,5
4664,dice-cup,2
4665,hundred-franc,1
4666,whiskeys,1
4667,jazz,1
4668,kings,3
4669,jacks,1
4670,rattled,1
4671,ace,1
4672,gambler,1
4673,stony,1
4674,cash,1
4675,check,1
4676,idiotic,1
4677,quid,1
4678,source,1
4679,scotsmen,1
4680,discussing,1
4681,finances,1
4682,rounds,1
4683,headlands,2
4684,red-roofed,1
4685,villas,1
4686,ocean,1
4687,tide,5
4688,curling,1
4689,farther,1
4690,share,1
4691,consigne,1
4692,17th,1
4693,panier,1
4694,fleuri,1
4695,powdered,1
4696,connected,1
4697,gear,1
4698,suburban,1
4699,fiesta-ing,1
4700,august,1
4701,promenade,3
4702,nurses,2
4703,concerts,1
4704,marinas,4
4705,eats,1
4706,apportioned,1
4707,château,1
4708,margaux,1
4709,tasting,1
4710,recommended,1
4711,izzarra,2
4712,liqueur-glass,1
4713,pyrenees,4
4714,veritable,1
4715,hair-oil,1
4716,strega,1
4717,vieux,1
4718,marc,3
4719,overtipped,1
4720,financial,1
4721,simplest,1
4722,becoming,2
4723,obscure,1
4724,appreciated,1
4725,valuable,1
4726,qualities,1
4727,dine,1
4728,sincere,1
4729,liking,1
4730,welcome,2
4731,loyal,1
4732,irun,1
4733,tunnels,1
4734,hottest,1
4735,mountainside,1
4736,unpacked,1
4737,bundle,1
4738,laundry,1
4739,recovered,1
4740,bulletin,1
4741,signed,1
4742,forms,1
4743,telegrams,1
4744,calculated,1
4745,swimming-suit,1
4746,comb,1
4747,bathing-cabin,2
4748,harbor,4
4749,breakers,1
4750,rollers,2
4751,undulations,1
4752,waded,1
4753,dove,4
4754,swam,10
4755,surface,1
4756,chill,1
4757,raft,9
4758,undone,1
4759,strap,1
4760,bathing-suit,2
4761,browning,1
4762,downward,1
4763,dives,1
4764,bottom,1
4765,sloshed,1
4766,casino,2
4767,orchestra,1
4768,coolness,1
4769,lemon-juice,1
4770,bicycle-race,1
4771,tour,3
4772,riders,3
4773,bicycle-riders,3
4774,trainers,1
4775,managers,1
4776,belgians,1
4777,faubourg,1
4778,belonged,1
4779,slang,1
4780,private,1
4781,jokes,2
4782,resumed,1
4783,sebastian-bilbao,1
4784,burned,1
4785,browned,1
4786,raced,1
4787,foreign,1
4788,attack,1
4789,boils,3
4790,hairs,1
4791,handle-bars,1
4792,touches,1
4793,manufacturers,1
4794,bottechia,1
4795,abandoned,1
4796,road-racing,3
4797,event,1
4798,organizing,1
4799,road-racers,1
4800,sportif,3
4801,sportive,1
4802,paname,1
4803,chope,1
4804,depart,1
4805,awoke,1
4806,uniform,1
4807,peasant,1
4808,costume,1
4809,surf,2
4810,bath-cabins,1
4811,floated,1
4812,floating,1
4813,swells,1
4814,coasted,2
4815,trough,2
4816,wave,1
4817,break,1
4818,buoyant,1
4819,bay,2
4820,hotels,1
4821,porches,1
4822,gold-lettered,1
4823,closing,1
4824,motion,1
4825,gap,1
4826,headland,1
4827,cramp,1
4828,bathers,1
4829,gripped,1
4830,cleanly,1
4831,lightening,1
4832,shore,1
4833,bath-cabin,1
4834,bicycle-racers,1
4835,copies,1
4836,l'auto,1
4837,reading-room,1
4838,poked,1
4839,fastened,1
4840,postman,1
4841,moustache,1
4842,sud,5
4843,express,5
4844,berth,1
4845,vaguely,1
4846,fountain-pen,1
4847,tomorrow,1
4848,handle,1
4849,rock,1
4850,avila,1
4851,escorial,2
4852,compact,1
4853,sky-line,1
4854,sun-hardened,1
4855,norte,1
4856,palace,2
4857,unfinished,1
4858,modern,1
4859,puerta,1
4860,carrera,1
4861,jeronimo,1
4862,awnings,1
4863,brass,1
4864,maid,4
4865,englishwoman,2
4866,stiffly,1
4867,oiled,1
4868,scallops,1
4869,commanding,1
4870,buenos,2
4871,female,2
4872,wishes,2
4873,chica,1
4874,undecided,1
4875,stolen,2
4876,fondas,1
4877,personages,1
4878,rigidly,1
4879,selectioned,1
4880,nevertheless,1
4881,upbringal,1
4882,male,1
4883,brushing,1
4884,ragged,1
4885,womanly,2
4886,fright,1
4887,sou,1
4888,scads,1
4889,gib,1
4890,lord,2
4891,bitches,2
4892,ruins,1
4893,berths,1
4894,cocktail,1
4895,martinis,3
4896,nickelled,1
4897,shaker,1
4898,gentility,1
4899,barmen,1
4900,jockeys,1
4901,vulgar,1
4902,bartenders,1
4903,coldly,1
4904,curtained,1
4905,olive,1
4906,martini,3
4907,1905,1
4908,deciding,1
4909,botin,2
4910,lunched,1
4911,restaurants,1
4912,suckling,1
4913,pig,1
4914,rioja,3
4915,alta,3
4916,you've,1
4917,first-floor,1
4918,parked,1
4919,rested,1
4920,gran,1
4921,via,1
4922,mounted,1
4923,khaki,1
4924,directing,1
4925,baton,1
